text,percent
" : Carlos Tubino comentó que la denuncia periodística sobre la empresa del mandatario será tratada en la próxima reunión que…",0
"Premio Nobel de Economía: “El 90% de los que nacen pobres mueren pobres por más esfuerzo que hagan” - Resumen Latinoamericano",0
"La heroína de Bayer y otras medicinas antiguas peores que la enfermedad",0
"No me di el tiempo de investigar mas a fondo sobre eso no se si será paja nomás",0
" Tu eres gay",0.35
"En qué quedamos??; Es un USURPADOR.. y le validamos sus Decretos.. Como es la vaina porfin..??; Este país esta hecho una COMIQUITA DE CONDORITO.!!; o del CHAVO DEL OCHO.. Ya ni se.!!;",0.25
"hola bella dama, puede usted sacarse el webo de la jeta que no le entiendo bien? gracias bella flor",1
"Mucha misa pero como personas una mierda",0.55
" Miguel votaste un presupuesto con un recorte del 30% para este año en ciencia y tecnología.",0
"eres una basura y me arrepiento de alguna vez haberte apoyado imbecil",0.45
" JAJAJAJAJJAJAJJAJAJAJHUAJAJAHUAHJAJJEJEJJIJIJIJI!!!! COMO GOZO CON ESTE DESGRACIADO COMENZO TU SOPITA BICHITO!!!",0.5
"Jember es un mardito, me dejo super mal.",0.7
"Estoy tan sensible que me puse a llorar por la historia de una perrita rescatada ",0
"Jajajjajaj pueblo guevon,  el pernil si los trajeron, pero sólo se los quedaron los militares de alto rango, los chivos de PDVSA, los ministros y los jueces , pal pueblo un coño,  por lambucios..... Jajajjajaja me cagó de las risas , chavistas bolsas",0.625
"Convocatoria abierta al Festival de Cine Latinoamericano Rosario",0
" :  Si, pero no es la educación q dan en una universidad, es la educación q brindan desde la casa, esa es la q hace…",0
"""Ser necio de nacimiento es una enfermedad incurable.""",0.4
"Al malnacido este que lo entreguen al pueblo para recibir ""jarabe democrático"".",0.575
" : Mañana a quien le toca? A mí amiga? A mí hermana? A mí prima? A mí mamá? A mí? A una conocida? A una mujer que no conozco…",0.05
" : Como decirle a mis papás que quiero dejar la universidad y dedicarme a quitar granos y puntos negros como en los videos",0
"invertí en las máquinas más modernas del mundoNos capacitamos p/usarlas en ItaliaTengo una maestría de negocios",0
"He recordado que estoy loca por ti",0
" : via : vamos coche caracas.. ",0
"Trabajar todos los dias todo el dia me da una caligueva gigantezca",0.325
" : 1er BLOQUEO DEL DIA, para un ESTUPIDO, q me manda un DM y me dice q estoy ACOSANDO a las mujeres x q le digo DIOSAS, HERMOS…",0.675
"  Coño este desgraciado no se baja de un avión, comiendo, bebiendo y nadie le tira ni… ",0.875
"me bloquearon mi otra cuenta, no puedo ser más idiota",0.4
"Muy bien planteada su apreciación con respecto a la situación actual venezolana, pero por amor a CRISTO, no llame presidente a Maburro, porque no lo es y no lo será más NUNCA.",0
" Sí va jalabolas, ya Maduro tomó nota de tu recomendación, BOLSA.",0.625
"Y si vos me preguntas hoy que carajo es el amor yo te contesto: miralos a ellos dos. ",0
"Que tristeza y enojo carajo  ",0.05
" : “La mujer tiene todo el derecho a plantear cómo quiere que sea su parto. Pero para eso hace falta un sistema obstétrico q…",0
"Que mardito estres.",0.525
" : Chicas de Guernica, pueden ir mandándome testimonios al privado para escrachar a todos los machos de mierda qué hay. Vay…",0.875
"¿Cuál es tu lado más niche?   Voy a decir tres de los míos: bailo salsa cabilla y bachata, cuando estoy bebiendo puedo llegar a tomar de todo excepto anís (empiezo con vino), me gusta la arepa por mortadela tapara y queso llaner",0
"  Ella vio la paja en el ojo ajeno. No es fino!!!",0.025
"Sin dudas pollo, pero bueno, esto pasa cuando tenés una dirigencia que no le interesa la historia del club y solo lo utiliza como escalón politico",0
" Te mordes la lengua y te morís. Eso te pasa por tener un club mediocre que nunca gano nada.",0.625
"  Es una mierda de persona",1
" Que carajo esta pasando ",0.3
"El poder del tito floren es grandioso, pero el poder de la imaginacion cule en temas de complots ocultos es aun superior. Ole por vosotros, sois capaces de hacer trampas y en vez de agachar la cabeza, decir que la culpa es del reglamento por ser tan complicado",0
"Podría subir mi cara fea, pero no tengo ganas de romper pantallas",0
"  Tu papá es que es jalabolas! Hdlagp arrastrado a cuba!",0.95
"TODOS LOS Q SE METEN CON VENEZUELA SE SECAN COMO EL ARRASTRADO, TRAIDOR DE ALMUGRE PILTRAFA HUMANA",0.75
" Tal cual, mi segundo idioma es francés, inglés lo aprendí con las películas y música, hablo y escribo bastante bien",0
" Sí, pero se le acentuó más.
Y ahora no sólo es pendejo, sino imbécil y demente",0.5
" Científicos descubren efectos inesperados de la actividad física #Estudio ",0
"cuente con mi más profundo respeto y apoyo. Al fin alguien puso en su lugar a ese mamarracho. Un abrazo.",0.375
"Si el pene no sabe a nada, ¿por qué es tan rico chuparlo? ",0
"""tenés el culo caído"", ""estás muy blanca, bronceate un poco"", ""si fueras más flaca podrías ser modelo"", ""no tenés tetas"", ""tenés muchas estrías"", ""altas ojeras amiga"", ""te salieron granitos"", ""¿que te pasó en la cara?"". ¿Por qué mierda no se guardan esos comentarios? Forros.",0.5
"Saliendo de la AN, rodeada de GNB, uno de ellos comenta a otro sobre la orden de custodiar a ambas asambleas. El segundo dice en un tono alto: “Al final esta es la Asamblea ...”, se detiene, sube la mirada, se queda callado unos segundos, y agrega con un tono más bajo: “legal”",0
"Echo de menos una cerveza contigo, la verdad",0
"Vamos que vamos carajo que mañana sea solo alegría para nosotros lo merecemos!!",0
"  Hablo “superman...tenido “ por la corrupción, ojala te hayan pagado en efectivo y no con un taper.",0.125
"Me apoyan?? Necesitamos darle like y tener muchas visitas para promover la lectura y tambien ganar el concurso de mas VIEWS en la escuela!!!",0
"Sectores evalúan cambios al modelo de producción y consumo de RD para acelerar el logro de los ODS ",0
"    De arrastrado ? Tú un pejista criticando lo arrastrado? Para… ",0.7
"Mardito  pronto yegara su hora trimardito ",0.875
" Yo no lleve al laburo una camiseta vieja de River. Y. Llegué para los últimos 2 penales",0
"Así sacaron a la gobernadora de Lara Carmen Meléndez de la Procesión de la Divina Pastora en Barquisimeto. #noticias",0
"Fue reconocido el trabajo de la Ciencia del comercio en Santiago de Cuba ",0
" : La tasa de donación ha aumentado un 37% en los últimos cinco años, el mayor crecimiento de su historia. …",0
"Esta es una de mis frases favoritas que ha dicho namjoon:  ""Trato de estar a solas. En vez de estar acompañado, necesitas un tiempo a solas. Mi yo interior también es mi amigo, él ha convivido conmigo por 23 años, pero quizá no lo conozca perfectamente",0
"Mi computadora decidio reiniciarse justo ahora y me perdi los ultimos minutos pero por lo que lei hay que matar a Ruffo yo apoyo esa idea.  HUEVO ARISTEMO TE NECESITABA TANTO",0
"  Esa mamada que",0.675
"Da ganas de vomitar este degenerado ",0.475
" #Maduro se parecía al maestro longaniza, ahora se parece a una comiquita dibujada por Botero. En Marac… ",0
"La Plutocracia Bancaria en el Ecuador ¿Qué es...? Foros Ecuador 2019  vía ",0
" : Que paja no significar nada para nadie.",0.125
" :     Jajaja pobre pendejo 1 guevon q adule al pupilo  santos como ud dicien…",0.875
" : Amo que esten todas sacadas desparramando la mierda que nos tuvimos que aguantar toda la vida, las quiero mucho",0.625
"Recuerdo hace años cuando en las marchas robaban oxxos, negocios y rompían de todo, nosotros decíamos que eran grupos de choque de AMLO, ellos lo negaban.  Que casualidad que ganando AMLO se acabó todo eso, ahora con la falta de gasolina ni un oxxo ha sido saqueado, raro.",0.25
" : q carajo se tiene q hacer para sentirse feliz",0.4
"Juanito es la mejor persona de todo el mundo y ya no está gordo :)",0
"acabo de arreglar un virus de mi computadora q ni un técnico pudo es q no me canso de ser crack",0
"Mi estimado Mariquita, lamento informarle que el negocio NO seguirá pues ya estamos listos para empezar la FUMIGACIÓN.",0.25
"Deje ""cargando"" 3 horas el teléfono y cuando llegue a mi ksita ví que me lo habían desconectado
QUE CÓLERA!!!",0
"Ojalá te vaya bien en México malparido ",0.45
" : He intentado digerir la lectura de una noticia de Ok Diario pero se me está haciendo bulo.",0
"que paja tener que ir a entrenar hoy chabonnnn",0
" : Luis Manfredi Director Ejecutivo de la  ofreció ésta tarde una conferencia en la  importantes detalle…",0
" : Francia. Lo que necesitamos es una huelga general para enfrentarnos a Macron y su gobierno - Resumen Latinoamericano https://t…",0
"Amo la ropa interior de encaje color negra ",0
"que estúpido que es fantino la puta madre, la mujer q estaba con él en la radio estaba hablando re seria sobre el caso de thelma y el pelotudo a parte de hacer comentarios re de más, la interrumpe con BUENO BOCA TIENE QUE SEGUIR CON SU RENDIMIENTO, no podés ser tan idiota man",0.3
"No soy amigo de Ismael García, pero le daría este consejo: Aún si estás arrepentido de verdad, quédate quietecito y calladito. Es lo mejor que puedes hacer. Pisaste muchos cayos, sin justificación y sirviendo a un tirano.",0.325
"Vas terminando el colegio y te hablan sobre la universidad ",0
"  Hay uno que me ha hecho dudar... Veremos! No lo digo que lo gafo ",0.425
"Ósea te vamos a esperar tu regalada gana jajaja ",0.35
"olor a orto cerrado ",0.6
" : ""Si el oro se oxida, no era oro.
Si el amor se acaba, no era amor.
Si los amigos se van, no eran amigos.""",0.05
"que mongólico soy ayuda",0.3
" Y si comenzamos por que regreses lo robado y lo invertido en tu mujer??? Digo para que des el ejemplo",0
" : Será que el cínico pagiador de  va a decir algo de esto? Mediocre! ",0.45
"¿por que esa cara hija? - me duele la cabeza, creo que es por el calor... - te duele porque te la pasas todo el día con ese celular y pegada a la computadora por tus bities, haciendo estrim no se para que si ellos no te conocen, mejor ponete a limpiar la casa ",0
" : Hace un año fue asesinado un excelente policía, hombre de palabra, con coraje y nervios de acero, padre ejemplar, filánt…",0
"La Próxima Miss Venezuela Universo debería ser Cachapera.",0.3
"Le saqué la batería a la computadora y se está vengando por el ""postergar actualización"" de hace un año.

Me lleva el que me trajo.",0.45
" JAJAJAJAJAJAJ y yo soy cachapera, tkm",0.45
"La pausa para anunciar quien gane va a ser más larga que la parte de la vieja de Titanic #OT18GalaFinal",0
"La ratonera libia - Resumen Latinoamericano ",0
"Leopoldo López dice que hay ""quiebre"" en las fuerzas del régimen de Maduro ",0
"Este año conocí a  y cagado de risa, fue de lo mejor de mi año.",0.25
" : Enamorarse es algo atrevido, algo excitante, pasajero, algo así como estar en medio de un grandioso viaje. Pero amar es t…",0
" :  Zoofílico - ¿Nos follamos al gato?Pirómano - Y le prendemos fuego.Necrófilo - ¿Nos lo volvemos a follar?",0.8
" fuiste muy arrastrado de Hugo Cháves, ya no lo recuerda 1998 por estas fechas",0.5
"Muy divertido, al menos para mí, el relato en que Pedro Mairal cuenta que unas amigas poetas querían hacer un traba… ",0
" :  1. Si alguien participó en la piñata y no devolvió lo robado sigue siendo un ladrón y demuestra que sigue ca…",0.125
"Wawwww este hp haciendo bromas por la muerte de 7 colombianos. Hijo de puta malnacido.",0.95
"Se me acabo de imaginar estos , si los vídeos de Smeraldo  , los capítulos del webtoon  finalizan el día 11 de Abril del 2002",0
" : estamos claros en que la gran mayoría de chicos no termina la universidad antes de los 21 años? Entonces por qué la edad…",0
"Marica no sé, en serio me pregunto a diario como pueden perdonar cachos, dizque luchar por la relación, pffffff. Lu… ",0.45
" Para aquí si, para Caracas te puedo averiguar",0
" :  Yo veo vino, veo ron y veo vodka. Poner condones no es invitar a violar a nadie. Vamos a dejar la paranoia,…",0.325
"Cada 15 de enero se celebra en Venezuela el Día del Maestro, en conmemoración a la fecha en que se fundó la Socieda… ",0
" Ya ni me hables estúpido.",0.45
"Nawebna llevo como 15 minutos viendo un video de face con los datos y lo mas arrecho es que el video solo dura 2 minutos",0
"Si ""machete al machote"" te parece violento, espera a escuchar ""Te rompo el orto"". Ahí te vas a caer de culo",0.375
"Jajajajajajaj que carajo, hace mil no veia a los pibes",0.3
" Tú eres el hijo tonto de España.",0.375
"  Eres una basura una porquería un mediocre un imbécil pobre Guadalajara contigo se va directo al… ",1
" : DONDE COÑO ESTAN LAS FANS DE NATALIA ! Dejen de comentar a los haters y dediquemonos a votar esta semana ! nosotros sabe…",0.475
" : mira a aquellos q estan estudiando business les quiero dar una idea: creen fucking fast foods con servi carro de comida hea…",0.65
"  Ve que yo también se madrear mariquita. Pobre guevon. Eso le pasa por sapo.",0.4
" : Mi perro se escapó o se lo llevaron en el área de Diablo. Si alguien la ha visto por favor contactarme 6330-3025  h…",0
"Educación presupuesta casi 5 millones para seguir captando investigadores ",0
"Muy modesta, solamente llegaremos al 6% del consumo final. Trabajamos para proponer del calor a partir de energías renovables como obligación, cosa que ya iniciamos en la ciudad de México mediante la norma ambiental 08-2017.",0
"    Un desgraciado menos, y un héroe el oficial de la  ¡qué lo condecoren!",0.625
"Alonso no puede ser luego nunca tu segundo central titular. No ofrece garantías, ya por algo algún DT lo ubico de lateral en su momento. El que es bueno marcando no sale de su posición",0
" : A ver, qué hacer cuando tienes una cara fea, una voz fea y un cuerpo feo, estás sad 24/7 pero eres wenagente Yahoo respuestas",0.425
" : Esa es la sociedad ignorante, resentida, ingrata e incapaz, que votó por el presidente más desgraciado de la historia.…",0.425
"Pero qué esperas de un malnacido que agrede sexualmente y mata a una chica inocente? Como mínimo que mienta y que haga lo imposible por intentar escaquearse lo más posible de lo innombrable que ha hecho. Un HDP hace cosas de HDP.",0.75
"Que bueno que se le acabe la mentira a la idiota con infulas de sobradora a , se te hace la feminis… ",0.625
"Chicho Ibáñez Serrador, Goya de Honor 2019: ""Siempre me negué al título de maestro""  vía ",0
"olga me respondió de nuevo, voy a llorar",0
"Quedó grabado en cámara como un se roba 3 paquetes de harina pan y se hace el GUEVON . No robo más por qué esta muy gordo y el uniforme le queda apretao ",0.3
"Gobierno chileno rechazó “amedrentamiento a opositores en Venezuela” ",0
"Quiero birra pero me falta efectivo",0
" : Accidente en la calle 3 Sur y 5 de Mayo, los responsables en un VW color rojo se bajaron a amedrentar y escaparon, sól…",0.45
"   Cual evidencia? ‍️

Dejen de prostituir la ciencia... Tengan algo de dignidad",0.2
" : Requisitos para ser político en Venezuela:
Envidioso
Cizañero
Chupa medias
Ignorante
Hipócrita
Ladrón
Y mojonero.

Lo ot…",0.625
"Fernando Barros: ""el gobierno no cuenta con mayoría parlamentaria y, por lo tanto, tiene que negociar, y ya que se va a entrar a negociar, es el momento de revisar la estructura del sistema para que sea más justo y para lograr una mayor recaudación.""",0
" : odio el calor, no entiendo cómo es que les gusta¿????",0
"Para solucionar la crisis, Maduro lanza la misión ""Venezuela bella"", para pintar las paredes de 50 ciudades y sembrar matas.   Cuando tengas hambre, te comes la mata.",0
"    No creo que te valga verga,aqui andas de arrastrado o eres de plano pendejo?",0.925
" Chupamela gordo porteño",1
"Pobre guevon! Jajajajja",0.625
" : Lo subo yo porque mi compañera no se anima, por miedo, porque existen estos basuras. Si alguien puede reconocer a este des…",0.35
"A TI NADIE TE LLAMÓ ARRANCA PAL CARAJO",1
" : #ServicioPúblico #Caracas Para paciente Oncológico de 6 años de buscan los contrastes Conray y Optiray donado o a la venta…",0
" mal cogido, mamarracho, mojonero, parchita, pegoste , rolitranco e mamaguevo , sapo, sopla condon, tie… ",1
"Generation Hip Hop! presente en 60 países, ofreciendo educación y trabajo social!",0
" : Si me enseñan un tweet más estúpido y sin gracia que este los invito a comer a Los Ranchos ",0.425
"Todo el día trabajando en la computadora. Ya la apagué y me dispongo a los “minutos de odio” en Tweeter, cortesía de Eurásiazuela, el Gran Hermano y su “oposición”.",0
" Me puedo unir en videollamada? Vivo lejos jajaja pero podría llorar tmb!",0.15
" : Divina Pastora, hoy en tu día te pedimos por nuestra Venezuela y por toda su gente! Y de antemano con toda la fe, te agrad…",0
" :  Así era Venezuela, La hormona de crecimiento o Genotropin era regalada, ahora ni esa ni ninguna medici…",0
"MMGVO HP CDTM VOMITO BASURA LADRON COBARDE",0.7
"  Epa cachapera de mierda, ya tijereaste hoy?",0.875
"Vuelvo de rendir y sale mi vieja de la  nada ",0
" : Me quiero ir a dormir con vos y no dormir un carajo.",0.6
" se le complico el destino a este guevon
jajajaja",0.525
"   Es normal y divertido",0
"  Feliz cumpleaños mi hermosa mariquita",0.3
"De verdad hace este frío? Me voy a largar a llorar, sufro el frío como los que sufren el calor se los juro",0
" : Los empleados de McDonald's pueden tomar un curso de ""Hamburguesología"" en ""La Universidad de la Hamburguesa"".",0
" : Amo estas ilustraciones y sus frases. Siempre me mejoran el día  ",0
"¡Salido de ciencia ficción! #China planea construir su propia base lunar con impresiones 3D ",0
" : #14Ene ANUNCIO | La Asamblea Nacional convoca a un Cabildo Abierto a desarrollarse este martes 15 de enero en El Paraí…",0
"¿Cual es el ANALista político mas inútil, ridículo, arrastrado y perdedor del país?",0.65
"Odio todo",0.25
"El discurso de Maduro. Reflexiones vacías, cifras engañosas, logros inexistentes, metas pospuestas, promesas repetidas, frases hechas, pobreza conceptual. Que cosa más lamentable.",0
"La última vez que hice deporte fue en tercero básico en mi curso de educación física. ",0
"Me gusta un mardito hetero chica has visto tu esa vaina... Pero lo superare. — JAJAJJAJA TODOS HEMOS ESTADO EN TU L… ",0.8
" : Cuando una mujer te dice:""¿Te puedo preguntar algo?” Es porque ya te cargo la verga, ella sabe la respuesta y nomas qu…",0.45
"Agentes Antinarcóticos de la Policía Nacional Civil (PNC) de Guatemala detuvieron a dos supuestos integrantes de la banda La Trakalosa  ",0
" no recuerdo hace cuanto tiempo salí tan satisfecho de ver una película, #Belzebuth . Increíble… ",0
"Este senador por Ohio tiene lo que podría ser la fórmula ideal que buscan los demócratas para enfrentar a Trump el próximo año. ¿El problema? Pocos lo conocen.",0
" : Yo si te creo. Y voy a creer a toda mujer q haya pasado por esto. A mi no m importa si estas borracha, si estas drogada,…",0.425
" : Türk futbolunun başarılı isimlerinden Volkan Şen doğa parkımızda antrenman  hayatında genç kardeşi…",0
" : Perdón si actuó como idiota; pero es que cuando estoy a tu lado me pongo nervioso, tartamudeo, mi cabeza piensa tantas…",0.125
" : Marico me da risa como Venezuela está en toda mierdaaaaa JAJAJAJA ",0.425
"Muy a su pesar, deseando que todo esto sea un mal sueño para él...pero Loret tuvo que reconocer que, contrario a lo que esperaban muchos, AMLO sigue subiendo su aceptación entre los mexicanos ya como presidente y a pesar de sus decisiones",0
" : Un escuálido es alguien que usa franelas con imágenes de Frida Kahlo,acude a citas d Isadora Duncan,recita a Bertolt B…",0
" :  El Aceite de Argán puede ayudar a mejorar la elasticidad de la piel ",0
"Que situación de mierda",0.8
" : La justicia ha dado la razón a la guardería municipal de Barcelona que se negó a matricular a un niño no vacunado. La sentenci…",0
" que grandeza de comiquita, estos panas tenían una banda jojojojo",0
" : ""La felicidad es la cosa más rara que conozco en la gente inteligente"" Ernest Hemingway",0
"Solo lomito y empanada ",0
"Asco marico, asco todo, maldita sea.",1
"  Chupame bien la verga, me hablaste para hacer algo y me colgaste, estúpido, podíamos ir a cualquier lado",1
" :  Un mamarracho engañando pendejos eso es",0.725
" : Los nazis no mataron a nadie en las cámaras de gas.

Y aquí están esta gente, gastando oxígeno a lo tonto.

…",0
" : “¿Qué está haciendo este pendejo?”

—Yo, cada vez que pido un Uber y veo por dónde viene.",0.8
"Tipo, si saben cómo me pongo ¿pá qué me invitan?  ‍️#CongresoFuturo Sebastián Piñera: ""Todos sabemos que la ciencia ",0
"   La verdad con todo lo q viajó ya está super regalada",0.25
" : Retrato de un grupo de cobardes, asesinos y ladrones. Cómo han arrastrado por el fango, de la vergüenza y la ignominia, e…",0
"Mira como esta loca por ti se está muriendo",0.05
"Hoy toca entrenar... va a ser divertido con estas agujetas ‍️",0
"Fui a ver una película.

Me gustan los cines sin nadie.

Las películas llegan aunque el idioma sea diferente.

Pero… ",0
"  Por qué no se tomo la foto en medio del charco de sangre que dejó el pobre toro acri… ",0.3
" : Otros machitos más, tienen q conocer a estos dos forros d mierda así nadie más tiene q pasar por lo q mi amiga paso http…",0
" : El relato de los testigos, las versiones oficiales y las diferentes teorías de uno de los mayores misterios del siglo XX...…",0
" Márico es demasiado comícooooo",0.25
"Declaración del vicepresidente Pence sobre el arresto e intimidación de Juan Guaidó, presidente de la Asamblea Nacional de ",0
"
Véanlo por completo esta divertido  y no olviden suscribirse a mi canal  
Se los agradecería mucho",0
"  Bien dicho !! No tiene nada que ver ese comentario !!",0
"Medellín es una de las ciudades del país que más le apuesta a la ciencia, tecnología e innovación, como herramientas para mejorar la calidad de vida de los habitantes de la región. ",0
"Los Venezolanos somos unicos!Ayer se vio un meteorito en los cielos del centro del Pais,y hoy ya no es noticia,las tendencias son #bicentenariodeangostura2019 ",0
"ME EXTRAÑARÁS, MUJER CUANDO ESTÉS SOLA Y A VOS TE PINTE VOLVERY LLORARÁS, AMORCUANDO EN EL CELU VOS ESCUCHÉS ESTA CAN",0
"el azul le queda hermoso, en la ropa, en el pelo hasta si se quiere teñir la piel como un avatar seguro le queda hermoso",0
" Los tatuajes no son estáticos: las células de la piel comen y vomitan constantemente la tinta ",0
"""Tu corazón entendió el mío"".

#Amor",0
" Eres pajuo o te haces? Cómplice de mierda.",0.875
"La semana pasada, a las 12 de la noche, mi hermano de 12 años se empezó a masturbar en el baño. ",0.25
"Yo tratando de esconder el amor que aún siento por ti!!! ",0
"Para presentaciones en la U, en el trabajo y hasta para las fiestas tener un buen audio y una buena proyección puede hacer una gran #diferencia.  *entrega a domicilio sin recargo *opción de pago con tarjeta *opción a visacuotas",0
" Bienvenido viejo borracho.Aún siendo un puto degenerado se le ha echado de menos.",0.5
" Yo estoy en reposo ademas de estar enfermo como la puta madre so",0.375
"#Ciencia Estudio descubre que los tumores de mamas no se expandan a otros órganos de la mujer ",0
" Que se descompuso la computadora o Denise Dresser aclara no",0
"Ese mismo año participó activamente en los golpes de estado de Chile y Uruguay. En Chile, se le acusa además de haber organizado la llamada “operación condor”, un plan sistemático de desaparición de opositores dirigido a combatir el comunismo en latinoamericano.",0
"“Hemos encontrado cómo servidores públicos compran inmuebles a nombre propio, de sus familiares o personas cercanas y cómo se compran boletos de avión, joyas y obras de arte para blanquear los capitales por el robo de hidrocarburos”: Santiago Nieto ",0
"Me pasa q al caminar por Rafaela tengo miedo de cruzarme con gente q conozca y tener q saludar, q paja",0
" : ¿qué ropa de invierno quieres que lleven las chicas?jaebeom: quiero que se vista un poco fríamente. si tiene frío",0
"Siempre, y hasta me cuesta más despedirme de ellas que de mi familia ",0
"Hemos hecho frases super lindas, hermosas y hasta dedicadas y Emilio casi nunca las utiliza, expliquenme como es posible que utilice una frase toda meca como la del Huevo, definitivamente a mo hijo le gusta mucho él huevo ahre",0
"Es muy divertido, en Telesánchez, ponían opiniones de unas cuantas mujeres participantes, y todas eran dirigentes de alguna  asociación subvencionada. Y es que, claro, si hay 2000 asociaciones y llevan 10 personas nada más cada una ya hacen un numerito aceptable ",0
"En el mercado de cambios, BCRA realizó compras por un total de US$ 50 millones..Se efectuó el pago de servicios de los BIRAE 22/23/27/28 por US$ 226 millones, a Organismos Internacionales por US$ 6 millones y por operaciones cursadas a través del sistema SML por US$ 4 millones",0
" La IGNORANCIA se supera,PERO LA ESTUPIDEZ NO.!MUCHACHO PA' GAFO!",0.7
"   Un verdadero asco, es un degenerado",1
"Huella dactilar, versión nocturna y stickers, avances de WhastApp para 2019",0
"Y no te parece que una violación no ocurre también por el simple hecho de ser mujer y creen que mujer y objeto es lo mismo?",0.3
"Ahora no sienten q al ver estos VCR ya no es lo mismo, en sí muestran la felicidad de los chicos pero a la vez al estar leyendo ahora esta historia se dan cuenta q esto fue su pasado y ahora están destruidos, me fuí a llorar",0
"Recorrer Europa en un coche eléctrico no es, al menos por ahora, nada fácil ni divertido",0
"ME GUSTÓ LA NUEVA ACTUALIZACIÓN DE TWEN LA COMPUTADORA ",0
"Por favor, descansen. Lo más importante para nosotros es su salud. Tienen que recomponer fuerzas para seguir haciendo lo que más les gusta",0
" Al coño ojalá puedas recuperar tus claves",0.3
"Es un mamarracho o periodista cínico",0.45
"Del Centro a Universidad y Copilco en 1 hora en bici. Si se puede y hasta haces ejercicio. Dejen su coche y denle chance a la bicicleta.  Feliz Lunes!",0
"Curso gratis para aprender a hablar correctamente el idioma español: ",0
"Edgar es, además d un gran tipo, un profesional eficiente y diligente. Pierde la PNC y pierde el país. Degenhart se desespera xq la Policía en su conjunto no se presta a actuar fuera d la ley. Con estos descabezamientos no logrará control...y mientras la institucion es la q sufre Daniel Haering agregado,",0.125
"Xq les gustó mi tweet? Está súper estúpido igual que todo lo que twitteo e igual que yo lol",0.175
"Un loco me habló y en una me pregunta: "" fumas marihuana?""  RE CASUAL ",0.25
"Óyeme esa gente que trabaja en las bombas y nunca quieren cambiar un malparido billete POR QUÉ SON ASIIII",0.45
"*celebridad femenina se rasura el cabello* hombres:verga q raro sera q se metio a cachapera? mujeres respondiendo hombres: Malditos estúpidos  respeten igualdad de genero libertad aa *celebridad masculina se pinta las uñas o el cabello* mujeres: ese coño es marisco que decepcion",0.25
"Le llega a pasar algo a mi perro y se me termina el mundo posta porque es todo para mí",0
"no puedo ser tan fea q asco me doy ajaj",0
"aprendí a tragarme la depresión con shots y cerveza.",0
"  Por culpa de ustedes. Jalabolas de mierda.",0.7
"Y La Paz mundial, sois un coñazo. Poneros las pilas coño!! ",0.3
"Te amo estupido jajajaja",0
"Está hablando con la persona que la han cagado muchísimas pero MUCHÍSIMAS VECES ! siempre es mejor borrón y cuenta nueva, duele al principio pero cuando uno ya lo supera se siente muy bien",0
"Que mérito tiene la selección española de balonmano.Año tras año en la elite, luchando por todas las competiciones,a pesar de la falta de dinero e inversión que hay en este deporte. Bravo #HispanosTVE a seguir dándonos alegrias!!",0
"el día q no tenga tetas voy a ser realmente felíz",0.45
"Ya su pe ra lo mariquita",0.5
"Eso está como la violencia en televisión. Yo crecí viendo al coyote y sus explosivos marca ACME, y no soy una terrorista. No mato ni a las moscas.",0.125
"Come mierda tampoco sean tan dramaticos mucha, porlagranputa generacion tan marica, cual es la puta ""impotencia"" ? ashshajdhkagskdhsgjs ashaghgahgahdjag pupusitas por dios, no es la gran mierda hombre, hay cosas mas importantes que perder el tiempo en el nombre de una calle.",0.875
"Quizás sea un muchacho, pero un muchacho educado, con Titulo Universitario con post grado, inteligente y sobre todo LEGITIMO! Maduro ni siquiera ha podido probar q nació en Vzla, es Usurpador desde q su padre Eterno lo postuló, desde q le robó las elecciones a Capriles. Ilegítimo",0.2
" ¿zoofilo?, mono tonto estupido. ",0.25
"anoche me acosté a las 3 am haciendo una teoría de bangtan universe, ojalá mi coco fuese así de efectivo en clases...",0
"ESTE NUTRIENTE ESCENCIAL, NO SÓLO AYUDA A EVITAR LOS CUADROS DE HIPEENSIÓN",0
"No nos dan paz en vida, ni nos la van a dar muertas. A Agus la mataron por mujer, la siguen hostigando, insultando y sexualizando por ser mujer, la culpan por su violación y hablan de seguir violandola en la morgue.  Increíble es el dolor e impotencia que siento en este momento. ",0.125
"Que caligueva tan grande.",0.3
"Mas allá de lo divertido este fulano sigue a 700 personas la mayoria mujeres.. está loco mal. ",0
" UD TAN VIEJO Y TAN GUEVON....DE VERDAD Q PRODUCE TRISTEZA",0.875
" si no te gusta es pq no probaste conmigo ahre tincho encarando a una lesbiana",0.55
"Sucedió en 1 y 66: Una mujer perdió su billetera (se le cayó y no se dio cuenta) y un hombre al notarlo en lugar de devolvérsela a su dueña se la robó. La escena quedó registrada. ",0
"Todos los días llega gente a Caracas buscando resolver problemas que son competencia del alcalde o el gobernador, pero la indolencia y la burocracia los vuelve miopes ante el sufrimiento de la gente. Difícil hacer revolución con gente así.",0.2
"NO PUEDO CREER LO QUE DESCUBRÍY si todo es una mentira o un sueño de Seokjin? Y si nada es real? Y si sólo el kitsune ",0
"Porque es ineficaz. Las drogas a veces inciden en la criminalidad y hay bandas que aprovechan la ilegalidad para hacer negocio. Pero prohibir su consumo no ha servido para eliminar ese problema. El consumidor legal no es el problema sino quien vive y lucra con la ilegalidad.",0
"Que onda andan todos enfiestados, hoy es miércoles y yo soy una vieja de mierda.",0.375
