text,percent
"Hablemos de esta noche tan maravillosa:  Trabajo de camarera y voy a dar la vuelta a un señor (32€) y veo que se pira y vuelve en toda la noche (el dinero pa mi).  Salgo con un hambre feroz, quería patatas y el burguer que había de camino estaba cerrado;",0
"No te da pana ser tan mariquita??? Osmel dejó el miss Venezuela , lánzate a ese cargo tal vez lo ganas a punta de escribir pendejadas.",0.875
"En México la gestación acelerada del ""Hombre Nuevo"" de la RSXXI, encontró en la ruptura del tejido social -tal como en Venezuela",0
" :  Este Felipe es gafo, ella dio la vuelta frente al panel del jurado... Ellas si la vieron... Envidia!",0.8
" me encantaría, hace tiempo que escucho su música que es muy increíble, me ayudo mucho y sería un sueño",0
"¿Qué opinas del robo a los jubilados, la destrucción de la Industria y la deuda que van pagar nuestros nietos? —LO QUE DIGA EL ARTE. ",0
"Por hacerse el mongólico con las mujeres lo escracharon en  jajajajajajaj que aprenda de una… ",0.35
" Parece tony el gordo de los Simpsons",0
"Nadie ha visto NUNCA, en el MUNDO, un coño mas ARRASTRADO que el gusano ALMAGRO, ahora está ""muy preocupado"", porque VENEZUELA puede TENER armas nucleares, en tal SENTIDO ha pedido a la OPANAL que INVESTIGUE si esa posibilidad es CIERTA. *Servil ARRASTRADO. ",0.875
"que mal la pasan los ""machitos"" que me tratan de regalada porque todos me tienen las re ganas y ninguno me puede clavar",0.275
"   Ni yo que no estudie entiendo, matador es un pobre guevon y bruto.",0.625
"Están todos avisados, CARAJO! ",0.375
"Maduro dice que gracias a la revolución Venezuela ha cambiado ""del cielo a la tierra"". En realidad, se queda corto porque ya vamos por el subsuelo...",0
" Mamarracho/a. Sí lo dices con mucho desprecio te llena la boca.",0.45
"""Nos vemos el proximo siglo, o en otro deporte, porque de Futbol ya no hay mas nada de que hablar"".",0
"Las grasas son un nutriente que aportan energía al organismo. Además, las vitaminas liposolubles como la vitamina A, la D, la E o la K1 son importantes para asimilar las mismas. ",0
"    Free hace un año hablé con una chica y le dije q ese carajo era un p… ",0.25
"  mi solidaridad con ud sr mojonero, la dictadura de vizcarra no podrá con la gente de bien.",0.575
"Marico como me arrecha que me digan ""olvídalo"", el coño e tu madre",0.875
" Mandarle la interpol a ese desgraciado",0.55
"Más Cande  Retwitteó Julian hoy estaba tan de mal humor que no le dije ""hola"" y el en voz baja dijo bue a ver si piensa que te quiero violar (tenía el pañuelo colgado en la mochila) ",0.125
" Eres marica",0.75
"No te lo creo pero que cosa más extraña y ahora con bird box de moda??? Cada vez estamos más locos ",0
"quiero noviar pero 1 tengo una personalidad de mierda 2 soy re aburrida y 3 soy horrible quien va a querer estar conmigo",0.5
"Te banco, en muchas te banco, pero acá no. Entiendo y agradezco lo visceral que eres. La política necesita menos personas mesuradas y más pasión en ideas y acciones, ¿pero considerar a alguien un perro? No decirlo, xq esa es tu escencia, es pensarlo, sentirlo",0.125
"Es divertido ser la señora de la casa, encima vivo sola",0
"Nicolás no le garantiza nada a nadie. La única ruta para sacar a Venezuela adelante es la planteada desde nuestra . Nuestra ruta es muy clara: cese de la usurpación, gobierno de transición y elecciones libres. El llamado es a la gente a que nos acompañe este #23Ene.",0
"Cada día confirmo mas EL ORTO QUE DOY TAN FEA IBA A SER la concha de mi madre",0.875
"ATENCIÓN CICLISTAS  Como contó , estamos por poner en marcha el nuevo sistema de #Ecobici. Por esta implementación es que estamos cerrando progresivamente las estaciones. En este link pueden ver cuáles son: ",0
"""No hay consumo ético bajo el capitalismo"" es:️ Verdad Una frase que no debes utilizar para justificar que pasas de consumista",0
"   Porque no le interesa serlo. Es todo. Otro muñeco mas de la comiquita.",0
"Hoy en se publica un especial sobre el uso educativo del móvil en las aulas, que incluye mi experiencia de lectura con dispositivos móviles en clase",0
"El primer mall en América en operar las barreras vehiculares con el teléfono móvil es Mall Plaza Antofagasta. Pasa y paga. Piloto implementado por Safecard. Sin ticket, sin efectivo, sin colas y sin pérdidas de tiempo. ",0
"MMGVO MI PERNIL ",0.7
" : Dice en su bio ""prostituta, 24 años, bisexual..."". A esa la querría yo ver con el tonto del pueblo billetes y chorra en mano ll…",0.5
"Que paja hablar por WhatsApp. No tengo ganas de nadie ni nada ja",0.375
"  $inverguenza monero arrastrado, cachorro de los #NarcoPresidentes",0.9
"Encuentra este nutriente en Focus, Focus Supreme y V-Kids #OMNILIFE “Suplementa dietas insuficientes. Consulte a su médico y/o farmacéutico”. ",0
"Luis Almagro al igual que todos los secretarios de la OEA anteriores, son una partida de cabrones inutiles.",0.675
"Es una enfermita mal, en serio, loca de merde, en una época me seguía, y de la nada, me reputeó mal ja ja ja, tiene carpeta psiquiátrica, tendría q estar adentro",0.725
"Feliz a cumpleaños a mi genio amor Ladrón de mi cerebro. A mi héroe en este lío. Al único e inigualable.",0
"que mierda hago con todo lo que siento por vos",0.45
"El ser humano es necio por naturaleza y aunque lo sepa, le cuesta aceptar cuando algo no lo está llevando a ningún lado.",0
"Maravillosa Tomarse las cosas en serio y hacerlas bien, no está reñido con hacerlo divertido ",0
" Qué asco das cambiando de equipo, se Cruz azul de s campeón y lo será!! Será una pena tener un incha como tú!!! Asco",0.55
"Muchas gracias Adrian!!!! Siempre me resulta un placer enorme escucharlos a ambos en los videos en YouTube. Seguro que será una excelente lectura. Por cierto estoy leyendo tu libro de Hist. Pens. Econ. y viene MUY BIEN!",0
" Es un perverso degenerado!",0.65
"Les da asco sentarse en un baño público, pero no les da asco sentarse en el huevo ajeno.",0.8
"Ya no me voy a quejar tanto de la Universidad jaja",0.3
"A esta nutriente hay que echarla de este país, QUE se largue a otro, aquí no la queremos ",0.25
" Ni a mí perro le doy regalos JAJAJAJAJ que feo ser pobre",0.2
" Zumba, pero no te adelantes. Tienes que audicionar. Mi equipo no se va formar con cualquier mierda.",0.575
"Síntomas de Fatiga Ocular relacionadas con la computadora  
 #siguemeytesigo",0
" Valen sos una regalada we",0.75
"Jajajaja mi estimado ex colega del Directorio de . Imposible que el pais no quedara arruinado en manos de esta bestia parda: la única herencia de Chávez y la muestra más grande que el Castro-chavismo es aún peor que el Comunismo mesmo. ´",0.2
"No puedo creer que cuando uno está en la escuela le hacen bullying por estupideces como: ser muy blanco, ser muy negro, tener pecas, ser gordo, ser flaco, tener el cabello rizado, ser pelirojo, el trabajo de tus padres, donde vives, POR RESPIRAR, literal",0
"Grandioso día para todos",0
" Alguien que me diga un programa para poder ver youtube en mi compu del trabajo cuando esta bloqueado??? ",0
"es un malnacido. Heredero de la dictadura y el peor fascismo que ha conocido el mundo. Que el mundo lo vea y tiemble. Que nadie olvide sus dichos ",0.55
"Criticar el trabajo que ha hecho el carajito Gómez es un abuso y falta de consideración excelente trabajo ha realizado, al Escogído en la temporada le desbarataron el equipo 3 veces con la paradera y lesiones de jugadores y mira a donde están",0.125
"Una sugerencia para el Castillo de Chapultepec, se necesitan audioguias y folletos al menos en 5 idiomas, todas las salas se encuentran curadas en idioma español, los turistas no pueden apreciar la historia de México",0
"Uno si es bien marica encariñandose después de todo lo que ha pasado.",0.75
" NO TE DEJE ABANDONADA EN LOS MENSAJES, no tengo batería en el celular, estoy usando la computadora mi amor",0
"Colombia. Asesinan a Leonardo Nastacuas, líder de la comunidad Awá en Nariño - Resumen Latinoamericano ",0
"Qué tal sabandija este desgraciado , ojalá la policia no lo suelte es un peligro si lo hace un bus lleno de personas no me quiero imaginar a solas con sus hijos hijas sobrinos o sobrinas",0.7
"Quiero una de esas tazas que vienen con frases ",0
"MAMARRACHO DE PERSONA TREPADOR Y PÉSIMO ACTOR Y CONDUCTOR ",0.475
" Pero en menos de 20 segundos me topo dos veces con este trimardito. ",0.8
" Una loca demente que debe jubilarse",0.375
"Diantre, pero ese desgraciado esta peor que FuegoALaLata en sus tiempos... ",0.75
"Ese escualido de mierda lo que anda buscando es billetes, como en Miami no le va bien con su canto, quiere regresar a buscar como ganar billetes el hp, degenerado, manipulador y vende patria. ",0.875
"Diría un Maracucho: cozca la cara de este trimardito xenófogo!! ",0.75
"Tu locura es mi ciencia",0.35
"Consagrarse al Señor en pobreza, castidad y obediencia en la Compañía de Jesús; poner a Cristo en el centro y por encima de todo; buscar y hallar a Dios en todas las cosas; hacer de la misión nuestra vida... ",0
"  Que tipo estupido, por suerte en navidad puede descorchar y festejar lo que no pudo y trato… ",0.3
"Ya sal mariquita ",0.875
" y quien es esté estúpido",0.75
"   Lo amoo ,  te amo , te quiero violar en esa cama ",0.5
"Este pobre animal fue arrastrado por dos tipos en una moto, no se les pudo identificar bien por la velocidad en que iban. Si alguien tiene alguna  información puede escribir ",0
"Que paja volver a Tartagal, no quiero saber nada con pegar la vuelta",0.125
"La lengua es el espejo del organismo. Averigua acerca de los problemas de salud que puedes tener: ",0.025
"¿Como se puede seguir apoyando a un gobierno tan nefasto que le da la espalda a una persona como ?¿Cual es su problema? ¿Que no es corrupto?¿que no es jalabolas?¿que es una persona estudiada?¿que no cae en el maldito chantaje de la ""disciplina revolucionaria""?",0.7
"   El PSOE sigue haciéndose el harakiri....  Estoy buscando el término estúp… ",0.25
" : En la tele ahora todos se hacen los impactados! Los indignados y los que le creyeron a calu. Jajaa son un asco! La hicieron…",0.525
"A 5 meses de los anuncios hechos el pasado 17/8 la hiperinflación se mantiene, destruyendo el poder de compra del Bolívar. Se comienza a sentir una nueva crisis de efectivo y la necesidad de una nuevo conversion monetaria.",0
"Como no los van a cagotear los inversionistas de NY teniendo a este hombre, COMO EL Director de la empresa más importante de MEXICO ",0
"  Eres una basura congresista de porqueria das asco como persona",0.75
" El F.C. Barcelona tiene el salario medio más alto de todo el deporte mundial #Informe ",0
"Objetivo: hacerme el piercing de la nariz
Obstáculo: colegio católico de mierda",0.75
" serás rolo de cachapera. Jajajajajajajajajaaajjaajajaja",0.75
"""GobiernoAragua: Sec  en este pais nada sirve el alcalde d san sebastian no entrega el clap desde octubre y el gobernador le cree los embust",0.25
" judío-nazi son los peores.",0
"Así explicó Diosdado la presencia de contenedores atravesados en el puente Las Tienditas",0
"Mexico lindo, cagado y querido !!!!!! Cagado por bestias salvages Centroamericanas y AMLO no hace ni madre!!!!! Las manda a Tijuana!!!!!",0.625
"   Mardito vinagres ajaajaja",0
"Resulta q tan ""mal"" fueron hechas las obras de Correa, q lerdin tan desgraciado dice  en china que él las hizo.",0.375
" Y si lo fuera que? Estoy feliz que una ramera oportunista esté en el billete de 100",0
"Las mejores fotografías del 2018 tomadas con un teléfono móvil  #lookcasa #sanxenxo #inmobiliaria",0
"Lo respondimos en hace un rato. Ese proyecto de ley es copia de las ideas de un grupúsculo llamado Colegio Americano de Pediatras, que tiene 500 miembros y es considerado como un grupo de odio. No tiene pies ni cabeza y debe ser considerado fanático e intolerante.",0
"Que te haga bien y no te haga mierda después",0.75
"Hiede a jalabolas ",0.875
"Un beso para mi cantado por  es la mejor versión de la canción. Piel de gallina me da tu voz ️",0
"Mí sueño que haya otro festival de Brahma en Santiago ",0
" Por el Santo Poder de Aquaman!!!! Creo q voy a vomitar despues de leer esta comiquita!!!",0
" Pinche alcohólico déjate de mamadas.  Maldita prostituta.",0.875
"Este tipo tan lleno de odio que pide una purga selectiva por ideología no sólo es miembro de los , sino que es el líder de los Mossos separatistas.  ¿Podemos hablar ya de fascismo? ¡RT para que lo vea todo el mundo! ",0.125
"Mi primo que se caso hace menos de un año ya se separo ajdhjsjs no puedo creer en el amor eran tal para cual entienden que los dos se llamaban mariano y mariana, y ambos tenían mellizos",0
"Queda apagado en su totalidad el incendio de una fábrica de muebles en la junta auxiliar de Manantiales, gracias al trabajo coordinado de ",0
" Escribo mal también. Pero eso es de fábrica",0.125
"Camarada no le vamos a dar nada por q se va a pasar a escuálida quedese así para q siempre. Nos necesite y dependa de la lata de sardinas que le damos cada dos meses. Eso de trabajar para comprar algo es de escuálido guarinbero",0.75
"Que caligueva hay.",0.625
"Este hombre es un demonio lo que que habita en el.... pero llegara el día que se le acabe la dicha y sera hay el rechinar de dientes",0
"Por Internet, también conocí a muchas chicas así. Siempre estábamos hablando, pasándonos fotos en ropa interior, animándonos a seguir bajando de peso y a hacer cosas insanas... Y entonces me di cuenta de que tenemos a chicas con anorexia y bulimia por todas partes y no lo vemos.",0
" Era un chino guevón.",0.75
"Lástima tanta gente que se vende peor que prostituta, al menos ellas lo hacen por falta de ingreso y oportunidades de trabajo no por ser inútiles para trabajar",0.375
"  Jajajajaja si eres mojonero",0.95
"ser lesbiana, gay, bisexual o transexual no es un pecado, sabes que si es pecado meter a Dios en tus comentarios machistas y homofobicos solo para justificarte y lo pones como mejor pretexto, solo vive tu vida, tu sexualidad, se feliz al final es lo unico que vale la pena.",0.375
"El idioma da para todo, hasta para justificar un cuadre por debajo de la mesa. Que lástima , lo creí más serio!!",0
"Como parte de la activación de la Ruta Materna en el municipio Urdaneta, el pasado lunes y martes se efectuó la atención médica integral y la entrega de medicamentos en el hospital Doctor Osio de Cúa. ",0
"    Jalabolas, ahórcate mamagüevo y así terminas con tu puta vida de una vez",1
" : El gringacho  volviendo loca a Valencia ",0.375
"Ni ganas de cocinar. Ni ganas de que me rompan las pelotas, ni ganas de que me hablen, quiero fumar marihuana solamente",0.7
" :   No sigan tomando a los ciudadanos españoles por tontos ...  El Tonto es Sánchez que cree que puede…",0.65
"Estoy de acuerdo contigo, la mayoría de los nicaragüenses nos burlamos de tu suegro es un mediocre con poder, ahora si te la fumaste bien xiomi, pobrecita tiene que andar atacando al pueblo para que su billetera esté bien llena siempre... no cualquiera hace eso...",0.375
"  Mentiras mienten mentiras falso mojonero",0.75
"También repasa los rasgos de la literatura ya propiamente argentina, con especial importancia para la literatura gaucha y para la contribución de sus autores al boom literario latinoamericano.",0
"Nena estas loca pal carajo!",0.8
"Se llama: vení a garchar Se pronuncia: Netflix Le digo: querés venir a ver pelis a casa?",0.375
"“La lectura de un buen libro es un diálogo incesante en que el libro habla y el alma contesta.” 
ANDRÉ MAUROIS",0
"La decisión está tomada: #PabloPérez dejará de ser futbolista de #BocaJuniors. El jugador tiene 5 propuestas para seguir",0
"URGENTE. ¡Este gatito necesita un hogar!  Es macho y muy cariñoso. Lo abandonaron ayer en Alfafar (Valencia).  Si alguien quiere adoptarlo que se ponga en contacto con Ana Belén",0
"Tiene micro pene jajajajajaja",0.675
"""Un escritor puede hablar de sí mismo, tratar de retratarse, de definirse en su complejidad. Pero donde más se nota un escritor es cuando no habla de sí mismo""",0
" 
EXCELENTE ""EL PESAMIENTO FILOSÓFICO LATINOAMERICANO DEL CARIBE Y LATINO"".
IMPERDIBLE!
FELICITACIONES!",0
"Esa es la sociedad ignorante, resentida, ingrata e incapaz, que votó por el presidente más desgraciado de la historia.  ¿Quién nos va a proteger de ellos? ",0
"En Estados Unidos definieron al fernet como ""la bebida más intomable"" y los argentinos salieron a defenderlo  AMO A MI PAIS ",0
"Me acabo de zampar dos platos de pasta y quedé aweboniado.",0.725
"  Y ninguno juramentado como tal, excepto el Usurpador...Somos un Pais de comiquita, definidos por puras locuras y unos estupidos gobernantes chavistas desgraciados, mamaguevos y ladrones, malditos hp mueran",0.95
"     un impresentable malnacido. Simplemente.",1
"El candidato del Pollo",0
"No me puedo comprar un vestidito porque no me entran por las tetas
A veces odio mi cuerpo por eso
Me cago en todo",0.325
" ¿Qué les pasa? Están de luto? Son un mamarracho",0.425
" ¿Qué pretende la ciencia? El insólito cruce de células humanas con embriones de pollo #Experimentos ",0
"A ver pendeja, cargarte 3 toneladas de hortalizas en el lomo y llevalas en esa ridícula bicicleta desde Guanajuato a cualquier mercado de abastos de la CDMX (Nueva Caracas) ",0.4
"Ubicas el boleto dorado en la película Charlie, la fábrica de chocolates? Bueno, eres mi boleto dorado.",0
"Que se siente que todos Digan que eres una ZORRA? #suckstobeyou",0.95
"Ok, de hecho al escribir esto ya me siento estupido.",0.7
"Estas Sras. habrán pedido un día a cuenta de sus vacaciones en su centro de trabajo o son de las que cobran por no trabajar?.",0
"Cacho que me sepa cacho q sapeooo así que sepan hacer las cosas jajajajajajaa",0.25
" Alta degenerada sos, esa cara de chupa verga asquerosa lo dice todo, tapando al degenerado de tu marido! AZCOOOO",0.75
"a Venezuela no es bien planificada, se expone a que le monten un circo que solo podría servir para legitimar al régimen dictatorial.",0
"Qué pasaría si uno dijera, respecto de Allende “bien muero el perro”. Que sentirían los compañeros de Marisela Santibañez?. Será q la perra se proyecta en todo el resto de la gente y x eso se refiere de esa forma? Creo q lo correcto sería decirle a ella “cállate perra”",0.75
"En estos días en que periodistas y políticos progres de todos los partidos están sufriendo con el auge Vox, se están notando dos efectos curiosos:  1) Efecto imitación en el PP - podría ser objeto de un hilo divertido... pronto.  2) Ataques a",0
"Jajajajajaja, lo dice el menos mediocre?, ¿el ejemplo de la pulcritud y la honradez?, noooo, el valiente que hizo una huelga de hambre de media tarde. Un aplauso para ud, hay que llevar esta rutina al festival de viña!!!!",0.225
"Pues claro... Y más inteligentes aún, quienes nos escogen a nosotros como sus cómplices de viaje. ",0
"Bueno familia vayanse que ya tengo sueño",0
"Programa tu visita a #Juquila   El primer lunes del mes de febrero es descanso obligatorio, en conmemoración por el día en que se promulgó de la Constitución.   Puedes reservar desde ahorita. Marca al teléfono 95452-400-20 donde con gusto te atenderemos. ",0
"sucio hijo de puta trimardito ",1
"sera viernes de baile?",0.075
"La llegada del plan del Gobierno de Pedro Sánchez para combatir las pseudoterapias ha sido como agitar un avispero en el seno de la psicología española ",0
"No está todo  cerrado River tiene que PONER  Y Belgrano tiene que ponerse firme y negociar bien",0
"Por vagabudon le salió su cuaima. ",0.75
"  Vamos que vamos carajo que mañana sea solo alegría para nosotros lo merecemos!!",0.125
"Yo no se  al desgraciado de gato le permites y toleran  lo que  echa por su boca yo soy  andaluz  como es y no tengo esa,mala leche es vómito  de tío,asin le va la vida al asqueroso es un mierda  tío la gracia  la tiene en el culo  que es su boca,",0.75
"Tengo la caligueva de el mundo",0.375
" : Macri y Bolsonaro vuelven a ensamblar el poderoso eje latinoamericano Brasilia-Buenos Aires. ¿Y México?",0
"y lo pobre y desgraciado de esa posición q manifiestas, es q PÚBLICAMENTE manifiestas ese maldito refrán: ROBA PERO HACE OBRAS Y aquí, NO t escudas q estamos ""hartos"" d corrupción, mi padre lo esta hace 85 años, pero siempre dice actua con limpieza y no apañes mal",0.625
"Este esperpento, mamarracho, abominable, debería estar encarcelada, porque es una amenaza, para Chile y para los ciudadanos honrados.  Asusta y aterroriza. ",0
"buenos dias Profe ️ ‍️, seguimos en esta lucha tan dura q nos han sumergido, con mucha FE en Dios",0
"Recomienda IMSS estar alerta a signos de suicidio #salud ",0
"es que me parece que latino es aquel que pertenece al continente latinoamericano y habla un idioma que deriva del latin, e hispano es el que habla castellano???? algo así, una que es full latina se confunde igual tho",0
"Que inmadurez serle infiel a alguien que te ofrece hasta el mundo",0.05
"Córtala comunista aguevonado. Te funcionó con Soto porque pacos infiltrados te entregaron(o vendieron información)...pero ahora y por un minuto piensa en Chile guevón descerebrado",0.575
"   Que tenga totona de verdad  jaja sera ??",0.6
" En verdad este es un marico y de paso hijo de puta",0.95
" Gracias por dejarme regalada siempre ee",0.625
"Sos mongolico o tenes un finsta",0.7
"A ese maldito malnacido darle un tiro es barato hay que sacarle hasta las tripas ese Coño e su maldita madre pedófilo de Mierda que arrechera!!",0.95
"Primer arquero de toda la historia del fútbol en atajar una pelota con el pene.Haganos un favor y vistase señor Benedeto",0
"Mientras la narcotiranía extermina pacientes del Hospital Clínico Universitario, Ramos Allup, Capriles, Rosales, Florido y los Zambrano se reunen con Nicolás Maduro y su Cartel de Narcos y Terroristas para traicionar a Juan Guaido, este tipo de acciones merece rechazo total!.",0.125
"Ese MARIHUANERO no es prospecto sino de VÁNDALO. es un TERRORISTA en formación de los INCENDIARIOS de ... Lastima q no se hubiera volado la cabeza, un DEGENERADO menos en la calle. ",0.325
"Ya no quiero que Pablo se quede con Julia, estupido ese.",0.3
"No acuses a mi corazón, tan maltrecho y ajado que esta cerrado por derribo..",0.075
"  Mas boludaso es el hombre que tome en serio a una mina tan facil y regalada como vos",0.75
"Yo no puedo creer que vivamos en un mundo donde ser mujer es PELIGROSO, y encima lo naturalicemos, como si fuese normal!!!",0
"Lo que pasa cuando traes el arte renacentista a la vida cotidiana actual ",0
" Jajaja paso por la esquina de casa el loco  creo jajajaj desgraciado",0.4
"14 años de la siembra del artista plástico Jesús Soto, conocido como el maestro del cinetismo, y uno de los más importantes exponentes del arte moderno del  mundo.",0
"estoy destruida, no puedo más, soy una mierda de persona y todos los días lo confirmo un poco más",0.375
"1) despertar
2) felicidad ",0
"Ésta es una podenquita que está en un pueblo de Valencia y la tienen siempre en eate habitáculo sin techo, no sale de allí. Os ruego MÁXIMA DIFUSIÓN SI alguien quiere acogerla llamar a este teléfono",0
"Mi papa viene mañana y segun me dara el tlf y yo estare en la playa, capaz mete en mojon ""como no estabas me lo lleve"" pq pa mojonero el",0.75
" Eres una basura de la peor calaña. Te superaste a ti mismo.",0.65
"Hay que ser bien hdp degenerado excitarse con la hija. El tipo escribe como si fuera un guión de una película condicionada. Vomitivo y las y los q defienden.",0.725
"Y además son ellas las que tiene que estar 9 meses gestando, llegado el caso de continuar con el embarazo. Por todo esto, pero principalmente porque, “no quiero tener más hijos”, es que me hice la vasectomia , agradezco a la ciencia que nos de esta posibilidad,",0.025
"Queremos ver: Nuevos modos de juego (divertido) tanto para Ladder y Desafíos, 2v2 en modo Ladder (2 opciones), 2v2 en Desafío (Gran y Clasico), 3vs3 sería un modo de juego que de verdad cambiaría la “diversión” en el juego y sería muy muy loco e increíble",0
"DEJA DE ECHARLE LEÑA AL FUEGO MARICA JAJAJAJA ",0.45
" Inventale un final.",0
" :  desde que es gay no hace nada mood",0.425
"Que Arrecho!! el peo de la electricidad en el Zulia como que va para peor",0.575
"y ahora que no estoy en donde estudio la uni, me dan una computadora por beca, pero tengo que ir personalmente y adivinen quién no puede ir ",0.075
"Caracas fue mi hogar por 34 años. La llevaré siempre como un tatuaje de sol. Tu relato me conmovió y me hizo sonreír.  ¡Qué paradoja!",0.075
"Estoy a un tamal de empezar a presumir mi belleza interior.",0
"Han pasado por tanta mierda... los han juzgado, maltratado, señalado... se muestran fríos porque saben que no pueden confiar en cualquiera, pero la realidad es que tienen un corazón muy noble, de oro. piscis",0.45
"Faltó la causa que te hace pensar que eres una basura, bebé. Y, por cierto, no lo eres",0.375
"Basta de criticar al otro por su fisico todas somos lindas todas tenenos teta culo y lo que quieras no tenemos que ser el diseño de estereotipo de antes. Y basta del machismo de no dejar decidir a la otra persona sobre su cuerpo no tenemos 5 años. Y tambien pedimos de que nos",0
"la democracia! usted que forma parte de esa elite politica mediocre que con el discurso liberador de la patria del socialismo compra votos, lava conciencias y roba el dinero del estado para mantener su estado de vida neoliberal y la de sus afines!",0.35
"Un amigo acaba de describir como perdió la virginidad ""me sentía como una bolsa y sólo podía sentir dolor"" y bueno",0.1
"Está peor que yo en matemática éste ",0.4
"Reporte de las Empresas Básicas de Guayana Enero 2019. En Bauxilum la producción de alúmina es CERO y en Sidor la producción de acero líquido es CERO. ",0
"EL VENENO DE UNA AVISPA MATA CÉLULAS CANCERÍGENASUn estudio entre la Universidad (Unesp) y la Universidad de Leeds ",0
"Bueno que ahora Yurena empieza con el pelo mira yo me voy a la mierda",0.325
" Que sabe de Ciencia y Tecnología alguien que cree que la Educación es una Industria o un bien de Mercado Una vergüenza",0
"  24???? Eso es mucho! Ese desgraciado debe estar en el 8 o 9 % de aprobación... o menos!",0.45
"Puro guevon que no puede ni administrar una tienda. ",0.75
"El contralor Celi ha hecho un gran trabajo destapando los casos de corrupción. Debería seguir haciendo su trabajo durante el periodo que le corresponde.",0
"Solo quedan 4 días para aplaudir a los ganadores de los #PremiosCaleuche2019. Desde el celebraremos las mejores interpretaciones audiovisuales en CINE y TV. No se pierdan la ceremonia que será transmitida desde las 22:00 horas por",0
"Comunicados y notas de protesta plomo nojoda ",0.5
"Que difícil se ha vuelto disentir en la actualidad: Difieres en temas de género y eres machista/misógino o feminazi. Difieres en política y eres un chairo o derechairo y hasta nazi. Difieres en deporte y eres un intento de analista o un villamelón ignorante. Y así nos vamos...",0.125
" sueño sexual",0.15
"El trabajo diario y la búsqueda por el bienestar de la comunidad se conjugan en a quien acompañamos con compromiso y convicción.",0
"Nuestras unidades se mantienen prestos en el #COE ubicado en la sede de la Policía Nacional en Changuinola, Bocas del Toro, junto a estamentos de seguridad y emergencias, monitoreando avances de la prejornada y jornada de la ",0
" Por qué los pájaros no se electrocutan cuando se posan sobre las líneas eléctricas #Ciencia ",0
" Cual quinta, es la decima tercera mmgvo
y te e felicitado en todas las veces que llegastes a los 5K alv",0.65
"¡Menciones Bajas!    ¿Café o Té?  ¿Cine o centro comercial?  ¿Jugo de naranja o Mango?  ¿Fruta Favorita?  ¿Eres chica o Chico?  ¿Camisas ajustadas u holgadas?  ¿Matemática o literatura?  ¿Te gusta la mitología? ¿Cual?  ¿Perro o gato?  ¿Morado o Amarillo?  ¿BTS o BT21?",0
"Esa es la sociedad ignorante, resentida, ingrata e incapaz, que votó por el presidente más desgraciado de la historia.  ¿Quién nos va a proteger de ellos? ",0.7
"Todo tiene una causa y efecto . Cierto ? Pues bien . Estos animales tienen miedo,dolor,tristeza (por saber su final) en manos de gente tan mierda. Y todo eso se llama futuras enfermedades. Que la gente obviamente terminará pagando en enfermedades. No sé vale tanta tortura",0.75
"Este pibe toda la vida me va a volver loca",0.3
"¿Por qué Steve Jobs no le permitía a sus hijos usar iPhones? ¡Te sorprenderás! ",0
"YO NECESITO A ESTE HOMBRE EN MI VIDAAAAAAA  eres lo mas lindo tierno y divertido  ️ ",0.025
" Pero va a seguir este desgraciado con lo del dialogo???",0.75
"Ingenieros chilenos desarrollan un robot que realiza el trabajo de 20 hombres sin generar pérdida de empleo:",0
"Diversidad es tener hombres, mujeres, homosexuales y transDiversidad es tener ateos y cristianosDiversidad es tener gente",0
"Y q no jaja nojoda de bolas q si ladilla ",0.875
" Solo uso la izq pa la paja!  (es el ángulo)",0.25
"anuncia aumento de la criptomoneda el Petro a 36.000 soberanos y el aumento del salario mínimo a partir del 15 enero a 18.000 soberanos",0
"¿Eso volvió fea a nuestra niña? ",0.05
"Mirad, en la foto está junto a su pareja. Han apoyado siempre a en lucha x la #EquiparacionYa siendo pq es d Justicia:""MISMO TRABAJO, MISMO SUELDO"", y ahora toca decirles: NUNCA, REPITO, NUNCA DEJAREMOS ABANDONADOS A NUESTROS HERMANOS ",0
"¿Podemos estar seguros, con esta Fiscalia, quienes fueron los autores del atentado? Difícil rodear unas instituciones tan cuestionadas.",0
"Rarísimo. Trabaje allí y no era posible entrar cualquier cos. Protocolo de seguridad era muy estrictto Raro el día de la marcha Martha Elena Rangel agregado,",0.025
"Mi solidaridad con el pueblo colombiano.... #SigamonosLosBuenos arriba el pueblo latinoamericano!",0
" Si es el que difunden en la que baila con una chica y se ponen en tetas, no es ella ni tampoco su pareja.",0
"Realmente no es tan difícil enamorar y volver loca a una mujer, basta con saber qué labios besarle, en el momento adecuado.",0.375
"Jaja que cagado estar así. Good vibes",0.25
"Siempre que leo estas cosas me acuerdo de una mujer que estaba dando una capacitación en una empresa y un empleado la “corrigió” porque “en el manual decía otra cosa”... ella había escrito el manual.",0
"Tu eres una basura bro por eso no suenas, sin embargo bad bunny la esta matando y eso te duele porque ti disque ""fuiste el primero de trap""",0
"Amigo contribuyente, descarga en tu teléfono inteligente la aplicación #SeniatMovil y consulta tu RIF y los Aranceles de Aduanas de importación y exportación ¡Disponible ya en Play STORE! ",0
"Cabrones, cambiáis el voto para joder a Tezanos. ",0.7
"  Lo que es raro es que ella no lleve los crios al congreso y les de la teta o el biberón allí, com… ",0.75
"Como diria mi abuela:""este tipo es un degenerado!"" ",0.375
